Position,Company,Location,URL[글로벌보안본부] 웹 플랫폼 개발자의 전체 세부 정보,Nexon,경기도 성남,https://kr.indeed.com/rc/clk?jk=f9170718f69ca29e&fccid=aba87288e4cc3687&vjs=3
Python  JAVA 백엔드 개발자의 전체 세부 정보,주식회사 소프트랩스 관심기업,서울 가산동,https://kr.indeed.com/rc/clk?jk=29e22a2efce2715f&fccid=dd616958bd9ddc12&vjs=3
[데브시스터즈] Data Analyst의 전체 세부 정보,데브시스터즈,서울 강남구,https://kr.indeed.com/rc/clk?jk=6b53335986238646&fccid=58a9a803698a0afd&vjs=3
[모빌테크] SLAM 개발자 경력 (병역특례 전문연구요원 가능)의 전체 세부 정보,모빌테크,서울 서초구,https://kr.indeed.com/rc/clk?jk=d90667031b8c5d2e&fccid=b5cf24921581ae1e&vjs=3
[모빌테크] 센서 데이터 처리 연구원 (병역특례 전문연구요원 가능)의 전체 세부 정보,모빌테크,서울 서초구,https://kr.indeed.com/rc/clk?jk=e03dae43821354a3&fccid=b5cf24921581ae1e&vjs=3
JR0192526 SW engineer intern의 전체 세부 정보,인텔코리아,서울,https://kr.indeed.com/rc/clk?jk=83f4939522ffaa68&fccid=ded06d6a6799d929&vjs=3
[NHN Enterprise] 클라우드 플랫폼 운영 엔지니어의 전체 세부 정보,엔에이치엔엔터프라이즈,성남 분당구,https://kr.indeed.com/rc/clk?jk=90a7214a62825dba&fccid=c6959d0e760ece96&vjs=3
[2023 전문연구요원] AI R&D-Language AI의 전체 세부 정보,엔씨소프트,성남 판교역,https://kr.indeed.com/rc/clk?jk=7da87f6985949b06&fccid=a1e4e21b1f33cf40&vjs=3
웹개발  프론트엔드 신입/경력 계약직의 전체 세부 정보,뮤레파코리아,성남 수정구,https://kr.indeed.com/rc/clk?jk=f498a784c28d03bb&fccid=5fc71e9cbda0dfc6&vjs=3
[인텔리전스랩스] 데이터 분석가 (브랜드 가치 측정)의 전체 세부 정보,Nexon,경기도 성남,https://kr.indeed.com/rc/clk?jk=8cd3dab1d286bcd3&fccid=aba87288e4cc3687&vjs=3
인공지능 AI 개발자 정규직 경력의 전체 세부 정보,스펠릭스,서울 영등포구,https://kr.indeed.com/rc/clk?jk=499a887d25babecc&fccid=03af3eb9ca1a431a&vjs=3
대기업계열 모빌리티 데이터 분석 모델 개발 (신입/경력)의 전체 세부 정보,경연파트너스,서울 용산구,https://kr.indeed.com/rc/clk?jk=fc4ce8e7031b4ab0&fccid=0f76eb1d9acd6c10&vjs=3
[카트라이더: 드리프트] 유닛 플레이 프로그래머의 전체 세부 정보,니트로스튜디오,서울 강남구,https://kr.indeed.com/rc/clk?jk=cd2eda7359ae501f&fccid=3343bd3ef4658848&vjs=3
웹개발  백엔드 외 신입/경력 정규직의 전체 세부 정보,코인챗,서울 강남구,https://kr.indeed.com/rc/clk?jk=e3f3b7e2103d9bc7&fccid=e60f835b4d91f8e6&vjs=3
[전문연구요원] 머신러닝/인공지능 연구원 (에이엠스퀘어)의 전체 세부 정보,에이엠스퀘어,성남 수정구,https://kr.indeed.com/rc/clk?jk=c1078c38637c10d7&fccid=e03a48e020574ea5&vjs=3
[제약] 신약 분자설계 연구(선임/책임)의 전체 세부 정보,BOB네트웍스,성남 분당구,https://kr.indeed.com/rc/clk?jk=14d5f070330861c8&fccid=6c389097acd73020&vjs=3
2023 Software Engineering Intern  People with Disabilities (장애인 채용)의 전체 세부 정보,Google,서울,https://kr.indeed.com/rc/clk?jk=ed7b7e6eb72ffab8&fccid=a5b4499d9e91a5c6&vjs=3
IT Manager - Data Scientist의 전체 세부 정보,Procter & Gamble,서울,https://kr.indeed.com/rc/clk?jk=d646b6fdb341deec&fccid=2da0dedf6df97194&vjs=3
[선행기술원] Quantum Computing/Information[책임연구원]의 전체 세부 정보,현대자동차그룹,성남 판교역,https://kr.indeed.com/rc/clk?jk=e424415872777a5f&fccid=980d6ecc399a3373&vjs=3
2023년 6월 경력사원 모집 (AI기술/데이터분석/DX전략기획)의 전체 세부 정보,LG에너지솔루션,서울 영등포구,https://kr.indeed.com/rc/clk?jk=6cf480339527bb27&fccid=e3653632e61fd408&vjs=3
Cloud Engineer  Big Data and Analytics  Google Cloud의 전체 세부 정보,구글코리아,서울 강남구,https://kr.indeed.com/rc/clk?jk=6f954805d240b838&fccid=28712efe9a7c8d8a&vjs=3
[네이버계열사][NIT Service(주)] 네이버 파이낸셜 플랫폼 운영의 전체 세부 정보,엔아이티서비스,성남 분당구,https://kr.indeed.com/rc/clk?jk=2423a623313adf95&fccid=d389f1042b660837&vjs=3
2022년 상반기 주식회사 쏘마 전 개발 직군 (백엔드  프론트엔드 외 신입/경력 정규직)의 전체 세부 정보,쏘마,성남 분당구,https://kr.indeed.com/rc/clk?jk=13ef6f86810c0843&fccid=a3463f311ce6421e&vjs=3
Python 분석 인원 정규직 채용의 전체 세부 정보,(주)스마트모빌러티 관심기업,서울 휘경동,https://kr.indeed.com/rc/clk?jk=5e761f105a377ae8&fccid=307824036b9dcb17&vjs=3
[인텔리전스랩스] 리서치 사이언티스트 (NLP)의 전체 세부 정보,Nexon,경기도 성남,https://kr.indeed.com/rc/clk?jk=1fb373f19afe859a&fccid=aba87288e4cc3687&vjs=3
Analyst/Consultant  Real World Insights의 전체 세부 정보,IQVIA,서울,https://kr.indeed.com/rc/clk?jk=2e38aff16034de6e&fccid=6b7a1dfe07e7f037&vjs=3
AI 연구개발자 전문연구요원(병역특례)의 전체 세부 정보,라이트비전,서울 성동구,https://kr.indeed.com/rc/clk?jk=2ad683838d494617&fccid=e391d8e930358bac&vjs=3
개발자 - Python 서버 프로그램 개발의 전체 세부 정보,바인테크,서울 송파구,https://kr.indeed.com/rc/clk?jk=4cc15c26097421c5&fccid=aef44811e748bebe&vjs=3
[인텔리전스랩스] 부스트파트 백엔드 개발자 (Python/OpenSearch)의 전체 세부 정보,Nexon,경기도 성남,https://kr.indeed.com/rc/clk?jk=ba544406245b8cc4&fccid=aba87288e4cc3687&vjs=3
판교 연구소 필드 엔지니어(FAE/기술지원)의 전체 세부 정보,마젠타로보틱스,성남 분당구,https://kr.indeed.com/rc/clk?jk=df87d641ddfc4091&fccid=bd531d5a4d3825d6&vjs=3
2023년 하반기 사이냅소프트의 전체 세부 정보,사이냅소프트,서울 강서구,https://kr.indeed.com/rc/clk?jk=2d2b5caaae4fd4ba&fccid=0673ca84bc014599&vjs=3
Wi-Fi 소프트웨어 엔지니어 (신입/경력)의 전체 세부 정보,인피니언코리아,성남 분당구,https://kr.indeed.com/rc/clk?jk=acf2807bdb4705cb&fccid=50debe8434cd12fc&vjs=3
경력 / [개발] 데이터 분석(Data Analysis)의 전체 세부 정보,해줌,서울 송파구,https://kr.indeed.com/rc/clk?jk=8e27fa5585bfecf5&fccid=a2f5dce9440e4adf&vjs=3
[인텔리전스랩스] 리서치 사이언티스트 (생성 AI)의 전체 세부 정보,Nexon,경기도 성남,https://kr.indeed.com/rc/clk?jk=bc65f8eecb6eaee9&fccid=aba87288e4cc3687&vjs=3
클라우드 SaaS 개발자의 전체 세부 정보,맥스테드,서울 중구,https://kr.indeed.com/rc/clk?jk=dfa5ec9b9b7b0c1b&fccid=494124c067353efc&vjs=3
차량 제어SW 개발/PM 부문 경력의 전체 세부 정보,현대오토에버,서울 강남구,https://kr.indeed.com/rc/clk?jk=4c8efb405def32a5&fccid=d5a22a3e93377742&vjs=3
자율 주행  로봇 SW 개발자의 전체 세부 정보,에바,성남 수정구,https://kr.indeed.com/rc/clk?jk=e30fe92d72ceb17c&fccid=5cc87f5890bd7170&vjs=3
[전문연구요원] 의료영상 리서치 엔지니어 정규직의 전체 세부 정보,메디픽셀,서울 마포구,https://kr.indeed.com/rc/clk?jk=3544467a7b64376f&fccid=aba88c202493b8a5&vjs=3
Data Scientist (유관경력 4년 이상)  S그룹 경영컨설팅회사의 전체 세부 정보,코어포인트,서울,https://kr.indeed.com/rc/clk?jk=58c81ec67a6bad22&fccid=a71819ff34fb2d90&vjs=3
[선행기술원] 차량 총합상품성 평가 (정치/주행)[책임연구원]의 전체 세부 정보,현대자동차그룹,성남 판교역,https://kr.indeed.com/rc/clk?jk=b25ac5755f304c29&fccid=980d6ecc399a3373&vjs=3
[선행기술원] 수치해석 기법 개발 (시뮬레이션)[책임연구원]의 전체 세부 정보,현대자동차그룹,성남 판교역,https://kr.indeed.com/rc/clk?jk=e88a012377584fab&fccid=980d6ecc399a3373&vjs=3
Senior Open Source Developer & DevOps (Python  Django  React  AWS/OpenStack),OpenCraft,Anywhere in the World,https://kr.indeed.com/remote-jobs/opencraft-senior-open-source-developer-devops-python-django-react-aws-openstack
Senior/Staff Software Engineer - Backend/Python - USA (100% Remote),Close,USA Only,https://kr.indeed.com/remote-jobs/close-senior-staff-software-engineer-backend-python-usa-100-remote
Senior Backend Python Engineer: Long-term job - 100% remote,Proxify AB,Latin America Only/Europe Only/EMEA Only,https://kr.indeed.com/remote-jobs/proxify-ab-senior-backend-python-engineer-long-term-job-100-remote
Senior Python Engineer - Fully Remote,Supertab,Europe Only,https://kr.indeed.com/remote-jobs/supertab-senior-python-engineer-fully-remote
